County,Carrier,PhoneModel,Num_of_Tests,Median_County_Income,Avg_Down,Population
Mendocino,FirstNet,XP8800,80,34119,19444,91602
Mendocino,Sprint,SM-G973U,80,34119,5829,91602
Mendocino,T-Mobile,SM-G970U,80,34119,6287,91602
Mendocino,T-Mobile,SM-G998U,80,34119,7700,91602
Mendocino,Verizon,SM-G970U,80,34119,11483,91602
Mendocino,Verizon,SM-G998U,80,34119,7891,91602
Sonoma,all_carrier,NA,576,47404,34246,489880
Sonoma,AT&T,SM-G970U,72,47404,36704,489880
Sonoma,AT&T,SM-G998U,72,47404,47100,489880
Sonoma,FirstNet,XP8800,72,47404,20212,489880
Sonoma,Sprint,SM-G973U,72,47404,29049,489880
Sonoma,T-Mobile,SM-G970U,72,47404,30757,489880
Sonoma,T-Mobile,SM-G998U,72,47404,43097,489880
Sonoma,Verizon,SM-G970U,72,47404,36318,489880
Sonoma,Verizon,SM-G998U,72,47404,30730,489880
Del Norte,all_carrier,NA,264,33632,15149,27745
Del Norte,AT&T,SM-G970U,33,33632,27291,27745
Del Norte,AT&T,SM-G998U,33,33632,30179,27745
Del Norte,FirstNet,XP8800,33,33632,20225,27745
Del Norte,Sprint,SM-G973U,33,33632,7655,27745
Del Norte,T-Mobile,SM-G970U,33,33632,7371,27745
Del Norte,T-Mobile,SM-G998U,33,33632,9018,27745
Del Norte,Verizon,SM-G970U,33,33632,11108,27745
Del Norte,Verizon,SM-G998U,33,33632,8346,27745
Imperial,all_carrier,NA,680,25451,44011,178537
Imperial,AT&T,SM-G970U,85,25451,65374,178537
Imperial,AT&T,SM-G998U,85,25451,74147,178537
Imperial,FirstNet,XP8800,85,25451,31512,178537
Imperial,Sprint,SM-G973U,85,25451,22508,178537
Imperial,T-Mobile,SM-G970U,85,25451,31991,178537
Imperial,T-Mobile,SM-G998U,85,25451,41161,178537
Imperial,Verizon,SM-G970U,85,25451,46059,178537
Imperial,Verizon,SM-G998U,85,25451,39337,178537
Plumas,all_carrier,NA,368,37225,12828,19666
Plumas,AT&T,SM-G970U,46,37225,20080,19666
Plumas,AT&T,SM-G998U,46,37225,18318,19666
Plumas,FirstNet,XP8800,46,37225,7434,19666
Plumas,Sprint,SM-G973U,46,37225,10262,19666
Plumas,T-Mobile,SM-G970U,46,37225,11247,19666
Plumas,T-Mobile,SM-G998U,46,37225,19353,19666
Plumas,Verizon,SM-G970U,46,37225,9123,19666
Plumas,Verizon,SM-G998U,46,37225,6806,19666
Glenn,all_carrier,NA,264,36489,29853,28822
Glenn,AT&T,SM-G970U,33,36489,53233,28822
Glenn,AT&T,SM-G998U,33,36489,64963,28822
Glenn,FirstNet,XP8800,33,36489,29954,28822
Glenn,Sprint,SM-G973U,33,36489,15680,28822
Glenn,T-Mobile,SM-G970U,33,36489,20122,28822
Glenn,T-Mobile,SM-G998U,33,36489,14737,28822
Glenn,Verizon,SM-G970U,33,36489,18970,28822
Glenn,Verizon,SM-G998U,33,36489,21164,28822
Amador,all_carrier,NA,128,44261,23025,40506
Amador,AT&T,SM-G970U,16,44261,41753,40506
Amador,AT&T,SM-G998U,16,44261,44846,40506
Amador,FirstNet,XP8800,16,44261,22734,40506
Amador,Sprint,SM-G973U,16,44261,17003,40506
Amador,T-Mobile,SM-G970U,16,44261,11915,40506
Amador,T-Mobile,SM-G998U,16,44261,14637,40506
Amador,Verizon,SM-G970U,16,44261,19640,40506
Amador,Verizon,SM-G998U,16,44261,11667,40506
Siskiyou,all_carrier,NA,984,33630,15229,44091
Siskiyou,AT&T,SM-G970U,123,33630,22941,44091
Siskiyou,AT&T,SM-G998U,123,33630,29884,44091
Siskiyou,FirstNet,XP8800,123,33630,13942,44091
Siskiyou,Sprint,SM-G973U,123,33630,11922,44091
Siskiyou,T-Mobile,SM-G970U,123,33630,10769,44091
Siskiyou,T-Mobile,SM-G998U,123,33630,14867,44091
Siskiyou,Verizon,SM-G970U,123,33630,8290,44091
Siskiyou,Verizon,SM-G998U,123,33630,9214,44091
Contra Costa,all_carrier,NA,416,54897,47761,1166669
Contra Costa,AT&T,SM-G970U,52,54897,52141,1166669
Contra Costa,AT&T,SM-G998U,52,54897,59808,1166669
Contra Costa,FirstNet,XP8800,52,54897,21800,1166669
Contra Costa,Sprint,SM-G973U,52,54897,42260,1166669
Contra Costa,T-Mobile,SM-G970U,52,54897,36569,1166669
Contra Costa,T-Mobile,SM-G998U,52,54897,72547,1166669
Contra Costa,Verizon,SM-G970U,52,54897,57286,1166669
Contra Costa,Verizon,SM-G998U,52,54897,39674,1166669
Shasta,all_carrier,NA,768,37065,14862,181881
Shasta,AT&T,SM-G970U,96,37065,14541,181881
Shasta,AT&T,SM-G998U,96,37065,17545,181881
Shasta,FirstNet,XP8800,96,37065,9673,181881
Shasta,Sprint,SM-G973U,96,37065,10669,181881
Shasta,T-Mobile,SM-G970U,96,37065,12563,181881
Shasta,T-Mobile,SM-G998U,96,37065,23434,181881
Shasta,Verizon,SM-G970U,96,37065,15625,181881
Shasta,Verizon,SM-G998U,96,37065,14844,181881
Madera,all_carrier,NA,424,31609,30314,156519
Madera,AT&T,SM-G970U,53,31609,50842,156519
Madera,AT&T,SM-G998U,53,31609,61035,156519
Madera,FirstNet,XP8800,53,31609,23964,156519
Madera,Sprint,SM-G973U,53,31609,20359,156519
Madera,T-Mobile,SM-G970U,53,31609,15196,156519
Madera,T-Mobile,SM-G998U,53,31609,21464,156519
Madera,Verizon,SM-G970U,53,31609,29976,156519
Madera,Verizon,SM-G998U,53,31609,19676,156519
Tehama,all_carrier,NA,448,33357,17870,65643
Tehama,AT&T,SM-G970U,56,33357,34393,65643
Tehama,AT&T,SM-G998U,56,33357,34498,65643
Tehama,FirstNet,XP8800,56,33357,20233,65643
Tehama,Sprint,SM-G973U,56,33357,11658,65643
Tehama,T-Mobile,SM-G970U,56,33357,10404,65643
Tehama,T-Mobile,SM-G998U,56,33357,6750,65643
Tehama,Verizon,SM-G970U,56,33357,14390,65643
Tehama,Verizon,SM-G998U,56,33357,10637,65643
Yolo,all_carrier,NA,216,44881,44944,216544
Yolo,AT&T,SM-G970U,27,44881,56513,216544
Yolo,AT&T,SM-G998U,27,44881,66682,216544
Yolo,FirstNet,XP8800,27,44881,25307,216544
Yolo,Sprint,SM-G973U,27,44881,47774,216544
Yolo,T-Mobile,SM-G970U,27,44881,35523,216544
Yolo,T-Mobile,SM-G998U,27,44881,65378,216544
Yolo,Verizon,SM-G970U,27,44881,38571,216544
Yolo,Verizon,SM-G998U,27,44881,23805,216544
Kings,all_carrier,NA,248,34046,37077,153085
Kings,AT&T,SM-G970U,31,34046,67824,153085
Kings,AT&T,SM-G998U,31,34046,67396,153085
Kings,FirstNet,XP8800,31,34046,25651,153085
Kings,Sprint,SM-G973U,31,34046,41586,153085
Kings,T-Mobile,SM-G970U,31,34046,20405,153085
Kings,T-Mobile,SM-G998U,31,34046,23185,153085
Kings,Verizon,SM-G970U,31,34046,30358,153085
Kings,Verizon,SM-G998U,31,34046,20210,153085
Santa Barbara,all_carrier,NA,416,40400,30389,448659
Santa Barbara,AT&T,SM-G970U,52,40400,40220,448659
Santa Barbara,AT&T,SM-G998U,52,40400,38568,448659
Santa Barbara,FirstNet,XP8800,52,40400,20030,448659
Santa Barbara,Sprint,SM-G973U,52,40400,24346,448659
Santa Barbara,T-Mobile,SM-G970U,52,40400,22664,448659
Santa Barbara,T-Mobile,SM-G998U,52,40400,29047,448659
Santa Barbara,Verizon,SM-G970U,52,40400,37424,448659
Santa Barbara,Verizon,SM-G998U,52,40400,30813,448659
El Dorado,all_carrier,NA,360,51785,34907,191282
El Dorado,AT&T,SM-G970U,45,51785,47395,191282
El Dorado,AT&T,SM-G998U,45,51785,64458,191282
El Dorado,FirstNet,XP8800,45,51785,26879,191282
El Dorado,Sprint,SM-G973U,45,51785,22734,191282
El Dorado,T-Mobile,SM-G970U,45,51785,20580,191282
El Dorado,T-Mobile,SM-G998U,45,51785,26195,191282
El Dorado,Verizon,SM-G970U,45,51785,40128,191282
El Dorado,Verizon,SM-G998U,45,51785,30886,191282
Lassen,all_carrier,NA,640,44993,21717,32025
Lassen,AT&T,SM-G970U,80,44993,37830,32025
Lassen,AT&T,SM-G998U,80,44993,42730,32025
Lassen,FirstNet,XP8800,80,44993,18336,32025
Lassen,Sprint,SM-G973U,80,44993,9690,32025
Lassen,T-Mobile,SM-G970U,80,44993,16936,32025
Lassen,T-Mobile,SM-G998U,80,44993,25662,32025
Lassen,Verizon,SM-G970U,80,44993,12343,32025
Lassen,Verizon,SM-G998U,80,44993,10209,32025
Tulare,all_carrier,NA,800,30151,24347,473482
Tulare,AT&T,SM-G970U,100,30151,31397,473482
Tulare,AT&T,SM-G998U,100,30151,34391,473482
Tulare,FirstNet,XP8800,100,30151,15139,473482
Tulare,Sprint,SM-G973U,100,30151,29168,473482
Tulare,T-Mobile,SM-G970U,100,30151,16320,473482
Tulare,T-Mobile,SM-G998U,100,30151,24404,473482
Tulare,Verizon,SM-G970U,100,30151,27519,473482
Tulare,Verizon,SM-G998U,100,30151,16441,473482
Alpine,all_carrier,NA,88,31360,869,1199
Alpine,AT&T,SM-G970U,11,31360,193,1199
Alpine,AT&T,SM-G998U,11,31360,142,1199
Alpine,FirstNet,XP8800,11,31360,841,1199
Alpine,Sprint,SM-G973U,11,31360,0,1199
Alpine,T-Mobile,SM-G970U,11,31360,0,1199
Alpine,T-Mobile,SM-G998U,11,31360,0,1199
Alpine,Verizon,SM-G970U,11,31360,3144,1199
Alpine,Verizon,SM-G998U,11,31360,2632,1199
San Joaquin,all_carrier,NA,384,39331,35254,780676
San Joaquin,AT&T,SM-G970U,48,39331,31536,780676
San Joaquin,AT&T,SM-G998U,48,39331,30315,780676
San Joaquin,FirstNet,XP8800,48,39331,17368,780676
San Joaquin,Sprint,SM-G973U,48,39331,53567,780676
San Joaquin,T-Mobile,SM-G970U,48,39331,33873,780676
San Joaquin,T-Mobile,SM-G998U,48,39331,45598,780676
San Joaquin,Verizon,SM-G970U,48,39331,44808,780676
San Joaquin,Verizon,SM-G998U,48,39331,24964,780676
Kern,all_carrier,NA,1680,31594,31583,907021
Kern,AT&T,SM-G970U,210,31594,43751,907021
Kern,AT&T,SM-G998U,210,31594,49443,907021
Kern,FirstNet,XP8800,210,31594,23427,907021
Kern,Sprint,SM-G973U,210,31594,18520,907021
Kern,T-Mobile,SM-G970U,210,31594,17961,907021
Kern,T-Mobile,SM-G998U,210,31594,34026,907021
Kern,Verizon,SM-G970U,210,31594,36500,907021
Kern,Verizon,SM-G998U,210,31594,29038,907021
Los Angeles,all_carrier,NA,1664,35925,39928,10012474
Los Angeles,AT&T,SM-G970U,208,35925,54001,10012474
Los Angeles,AT&T,SM-G998U,208,35925,56956,10012474
Los Angeles,FirstNet,XP8800,208,35925,23001,10012474
Los Angeles,Sprint,SM-G973U,208,35925,37189,10012474
Los Angeles,T-Mobile,SM-G970U,208,35925,34145,10012474
Los Angeles,T-Mobile,SM-G998U,208,35925,45609,10012474
Los Angeles,Verizon,SM-G970U,208,35925,37439,10012474
Los Angeles,Verizon,SM-G998U,208,35925,31085,10012474
Stanislaus,all_carrier,NA,296,36771,47408,553995
Stanislaus,AT&T,SM-G970U,37,36771,64076,553995
Stanislaus,AT&T,SM-G998U,37,36771,73721,553995
Stanislaus,FirstNet,XP8800,37,36771,23559,553995
Stanislaus,Sprint,SM-G973U,37,36771,42907,553995
Stanislaus,T-Mobile,SM-G970U,37,36771,32711,553995
Stanislaus,T-Mobile,SM-G998U,37,36771,80599,553995
Stanislaus,Verizon,SM-G970U,37,36771,36978,553995
Stanislaus,Verizon,SM-G998U,37,36771,24709,553995
Merced,all_carrier,NA,384,32697,35413,280873
Merced,AT&T,SM-G970U,48,32697,41549,280873
Merced,AT&T,SM-G998U,48,32697,52212,280873
Merced,FirstNet,XP8800,48,32697,28274,280873
Merced,Sprint,SM-G973U,48,32697,36187,280873
Merced,T-Mobile,SM-G970U,48,32697,22008,280873
Merced,T-Mobile,SM-G998U,48,32697,55394,280873
Merced,Verizon,SM-G970U,48,32697,28485,280873
Merced,Verizon,SM-G998U,48,32697,19197,280873
Orange,all_carrier,NA,496,43800,44981,3184513
Orange,AT&T,SM-G970U,62,43800,56917,3184513
Orange,AT&T,SM-G998U,62,43800,61118,3184513
Orange,FirstNet,XP8800,62,43800,23198,3184513
Orange,Sprint,SM-G973U,62,43800,29104,3184513
Orange,T-Mobile,SM-G970U,62,43800,32790,3184513
Orange,T-Mobile,SM-G998U,62,43800,64640,3184513
Orange,Verizon,SM-G970U,62,43800,49450,3184513
Orange,Verizon,SM-G998U,62,43800,42630,3184513
Solano,all_carrier,NA,304,47787,44946,453405
Solano,AT&T,SM-G970U,38,47787,55460,453405
Solano,AT&T,SM-G998U,38,47787,54687,453405
Solano,FirstNet,XP8800,38,47787,26904,453405
Solano,Sprint,SM-G973U,38,47787,47128,453405
Solano,T-Mobile,SM-G970U,38,47787,31367,453405
Solano,T-Mobile,SM-G998U,38,47787,66798,453405
Solano,Verizon,SM-G970U,38,47787,53621,453405
Solano,Verizon,SM-G998U,38,47787,23607,453405
Ventura,all_carrier,NA,560,44494,38601,844545
Ventura,AT&T,SM-G970U,70,44494,51732,844545
Ventura,AT&T,SM-G998U,70,44494,59303,844545
Ventura,FirstNet,XP8800,70,44494,24226,844545
Ventura,Sprint,SM-G973U,70,44494,38363,844545
Ventura,T-Mobile,SM-G970U,70,44494,29546,844545
Ventura,T-Mobile,SM-G998U,70,44494,42313,844545
Ventura,Verizon,SM-G970U,70,44494,35891,844545
Ventura,Verizon,SM-G998U,70,44494,27433,844545
Marin,all_carrier,NA,184,67925,37095,262410
Marin,AT&T,SM-G970U,23,67925,40157,262410
Marin,AT&T,SM-G998U,23,67925,57633,262410
Marin,FirstNet,XP8800,23,67925,28726,262410
Marin,Sprint,SM-G973U,23,67925,21760,262410
Marin,T-Mobile,SM-G970U,23,67925,28335,262410
Marin,T-Mobile,SM-G998U,23,67925,30911,262410
Marin,Verizon,SM-G970U,23,67925,52772,262410
Marin,Verizon,SM-G998U,23,67925,36467,262410
Santa Cruz,all_carrier,NA,216,45419,23886,272360
Santa Cruz,AT&T,SM-G970U,27,45419,35090,272360
Santa Cruz,AT&T,SM-G998U,27,45419,52740,272360
Santa Cruz,FirstNet,XP8800,27,45419,28601,272360
Santa Cruz,Sprint,SM-G973U,27,45419,14072,272360
Santa Cruz,T-Mobile,SM-G970U,27,45419,6254,272360
Santa Cruz,T-Mobile,SM-G998U,27,45419,7405,272360
Santa Cruz,Verizon,SM-G970U,27,45419,27859,272360
Santa Cruz,Verizon,SM-G998U,27,45419,19070,272360
Alameda,all_carrier,NA,296,59976,49421,1681700
Alameda,AT&T,SM-G970U,37,59976,58979,1681700
Alameda,AT&T,SM-G998U,37,59976,57901,1681700
Alameda,FirstNet,XP8800,37,59976,22899,1681700
Alameda,Sprint,SM-G973U,37,59976,45792,1681700
Alameda,T-Mobile,SM-G970U,37,59976,32751,1681700
Alameda,T-Mobile,SM-G998U,37,59976,70710,1681700
Alameda,Verizon,SM-G970U,37,59976,60443,1681700
Alameda,Verizon,SM-G998U,37,59976,45896,1681700
Santa Clara,all_carrier,NA,344,69431,39948,1933516
Santa Clara,AT&T,SM-G970U,43,69431,46883,1933516
Santa Clara,AT&T,SM-G998U,43,69431,62079,1933516
Santa Clara,FirstNet,XP8800,43,69431,21093,1933516
Santa Clara,Sprint,SM-G973U,43,69431,29716,1933516
Santa Clara,T-Mobile,SM-G970U,43,69431,37071,1933516
Santa Clara,T-Mobile,SM-G998U,43,69431,56162,1933516
Santa Clara,Verizon,SM-G970U,43,69431,38649,1933516
Santa Clara,Verizon,SM-G998U,43,69431,27928,1933516
San Luis Obispo,all_carrier,NA,688,45527,27517,282996
San Luis Obispo,AT&T,SM-G970U,86,45527,44725,282996
San Luis Obispo,AT&T,SM-G998U,86,45527,42981,282996
San Luis Obispo,FirstNet,XP8800,86,45527,22076,282996
San Luis Obispo,Sprint,SM-G973U,86,45527,21093,282996
San Luis Obispo,T-Mobile,SM-G970U,86,45527,15491,282996
San Luis Obispo,T-Mobile,SM-G998U,86,45527,22681,282996
San Luis Obispo,Verizon,SM-G970U,86,45527,26818,282996
San Luis Obispo,Verizon,SM-G998U,86,45527,24267,282996
San Mateo,all_carrier,NA,208,67870,46313,763497
San Mateo,AT&T,SM-G970U,26,67870,54219,763497
San Mateo,AT&T,SM-G998U,26,67870,71388,763497
San Mateo,FirstNet,XP8800,26,67870,31589,763497
San Mateo,Sprint,SM-G973U,26,67870,23084,763497
San Mateo,T-Mobile,SM-G970U,26,67870,30904,763497
San Mateo,T-Mobile,SM-G998U,26,67870,61437,763497
San Mateo,Verizon,SM-G970U,26,67870,54275,763497
San Mateo,Verizon,SM-G998U,26,67870,43604,763497
San Benito,all_carrier,NA,288,46625,18553,64110
San Benito,AT&T,SM-G970U,36,46625,32668,64110
San Benito,AT&T,SM-G998U,36,46625,38589,64110
San Benito,FirstNet,XP8800,36,46625,13197,64110
San Benito,Sprint,SM-G973U,36,46625,10743,64110
San Benito,T-Mobile,SM-G970U,36,46625,6672,64110
San Benito,T-Mobile,SM-G998U,36,46625,15324,64110
San Benito,Verizon,SM-G970U,36,46625,16987,64110
San Benito,Verizon,SM-G998U,36,46625,14248,64110
Monterey,all_carrier,NA,1096,38130,25428,439008
Monterey,AT&T,SM-G970U,137,38130,38198,439008
Monterey,AT&T,SM-G998U,137,38130,40053,439008
Monterey,FirstNet,XP8800,137,38130,16883,439008
Monterey,Sprint,SM-G973U,137,38130,33400,439008
Monterey,T-Mobile,SM-G970U,137,38130,13940,439008
Monterey,T-Mobile,SM-G998U,137,38130,18606,439008
Monterey,Verizon,SM-G970U,137,38130,26503,439008
Monterey,Verizon,SM-G998U,137,38130,15842,439008
Sacramento,all_carrier,NA,424,43348,44318,1585666
Sacramento,AT&T,SM-G970U,53,43348,50865,1585666
Sacramento,AT&T,SM-G998U,53,43348,53520,1585666
Sacramento,FirstNet,XP8800,53,43348,19551,1585666
Sacramento,Sprint,SM-G973U,53,43348,55494,1585666
Sacramento,T-Mobile,SM-G970U,53,43348,40511,1585666
Sacramento,T-Mobile,SM-G998U,53,43348,56589,1585666
Sacramento,Verizon,SM-G970U,53,43348,51516,1585666
Sacramento,Verizon,SM-G998U,53,43348,26494,1585666
San Francisco,all_carrier,NA,80,66004,53633,870985
San Francisco,AT&T,SM-G970U,10,66004,44856,870985
San Francisco,AT&T,SM-G998U,10,66004,66667,870985
San Francisco,FirstNet,XP8800,10,66004,30110,870985
San Francisco,Sprint,SM-G973U,10,66004,42380,870985
San Francisco,T-Mobile,SM-G970U,10,66004,22328,870985
San Francisco,T-Mobile,SM-G998U,10,66004,80475,870985
San Francisco,Verizon,SM-G970U,10,66004,76740,870985
San Francisco,Verizon,SM-G998U,10,66004,65512,870985
Napa,all_carrier,NA,192,47607,26908,138433
Napa,AT&T,SM-G970U,24,47607,34467,138433
Napa,AT&T,SM-G998U,24,47607,41046,138433
Napa,FirstNet,XP8800,24,47607,21481,138433
Napa,Sprint,SM-G973U,24,47607,28031,138433
Napa,T-Mobile,SM-G970U,24,47607,12452,138433
Napa,T-Mobile,SM-G998U,24,47607,14548,138433
Napa,Verizon,SM-G970U,24,47607,38041,138433
Napa,Verizon,SM-G998U,24,47607,25197,138433
Sutter,all_carrier,NA,144,35901,31401,100751
Sutter,AT&T,SM-G970U,18,35901,29166,100751
Sutter,AT&T,SM-G998U,18,35901,42868,100751
Sutter,FirstNet,XP8800,18,35901,26063,100751
Sutter,Sprint,SM-G973U,18,35901,44443,100751
Sutter,T-Mobile,SM-G970U,18,35901,18713,100751
Sutter,T-Mobile,SM-G998U,18,35901,43348,100751
Sutter,Verizon,SM-G970U,18,35901,25310,100751
Sutter,Verizon,SM-G998U,18,35901,21295,100751
Trinity,all_carrier,NA,384,32164,3674,16135
Trinity,AT&T,SM-G970U,48,32164,8683,16135
Trinity,AT&T,SM-G998U,48,32164,8538,16135
Trinity,FirstNet,XP8800,48,32164,4229,16135
Trinity,Sprint,SM-G973U,48,32164,566,16135
Trinity,T-Mobile,SM-G970U,48,32164,364,16135
Trinity,T-Mobile,SM-G998U,48,32164,600,16135
Trinity,Verizon,SM-G970U,48,32164,3505,16135
Trinity,Verizon,SM-G998U,48,32164,2905,16135
Yuba,all_carrier,NA,184,37086,30248,81468
Yuba,AT&T,SM-G970U,23,37086,35133,81468
Yuba,AT&T,SM-G998U,23,37086,38428,81468
Yuba,FirstNet,XP8800,23,37086,20822,81468
Yuba,Sprint,SM-G973U,23,37086,23802,81468
Yuba,T-Mobile,SM-G970U,23,37086,18996,81468
Yuba,T-Mobile,SM-G998U,23,37086,41877,81468
Yuba,Verizon,SM-G970U,23,37086,33039,81468
Yuba,Verizon,SM-G998U,23,37086,29884,81468
Nevada,all_carrier,NA,280,41039,21312,102392
