County,Carrier,PhoneModel,Num_of_Tests,Median_County_Income,Avg_Down,Population
Mendocino,Sprint,SM-G973U,73,34119,5990,91602
Mendocino,T-Mobile,SM-G970U,73,34119,5884,91602
Mendocino,Verizon,SM-G970U,73,34119,12521,91602
Sonoma,all_carrier,NA,360,47404,27530,489880
Sonoma,AT&T,SM-G970U,72,47404,30935,489880
Sonoma,FirstNet,XP8800,72,47404,19611,489880
Sonoma,Sprint,SM-G973U,72,47404,35834,489880
Sonoma,T-Mobile,SM-G970U,72,47404,24419,489880
Sonoma,Verizon,SM-G970U,72,47404,26850,489880
Del Norte,all_carrier,NA,170,33632,12336,27745
Del Norte,AT&T,SM-G970U,34,33632,17365,27745
Del Norte,FirstNet,XP8800,34,33632,12673,27745
Del Norte,Sprint,SM-G973U,34,33632,10874,27745
Del Norte,T-Mobile,SM-G970U,34,33632,11307,27745
Del Norte,Verizon,SM-G970U,34,33632,9461,27745
Imperial,all_carrier,NA,384,25451,35567,178537
Imperial,AT&T,SM-G970U,85,25451,57537,178537
Imperial,FirstNet,XP8800,44,25451,35768,178537
Imperial,Sprint,SM-G973U,85,25451,21685,178537
Imperial,T-Mobile,SM-G970U,85,25451,22869,178537
Imperial,Verizon,SM-G970U,85,25451,40071,178537
Plumas,all_carrier,NA,225,37225,10774,19666
Plumas,AT&T,SM-G970U,45,37225,15851,19666
Plumas,FirstNet,XP8800,45,37225,8972,19666
Plumas,Sprint,SM-G973U,45,37225,9173,19666
Plumas,T-Mobile,SM-G970U,45,37225,10200,19666
Plumas,Verizon,SM-G970U,45,37225,9672,19666
Glenn,all_carrier,NA,140,36489,26807,28822
Glenn,AT&T,SM-G970U,28,36489,46313,28822
Glenn,FirstNet,XP8800,28,36489,24367,28822
Glenn,Sprint,SM-G973U,28,36489,29257,28822
Glenn,T-Mobile,SM-G970U,28,36489,15939,28822
Glenn,Verizon,SM-G970U,28,36489,18158,28822
Amador,all_carrier,NA,85,44261,25252,40506
Amador,AT&T,SM-G970U,17,44261,47835,40506
Amador,FirstNet,XP8800,17,44261,30803,40506
Amador,Sprint,SM-G973U,17,44261,19354,40506
Amador,T-Mobile,SM-G970U,17,44261,9388,40506
Amador,Verizon,SM-G970U,17,44261,18881,40506
Siskiyou,all_carrier,NA,605,33630,10735,44091
Siskiyou,AT&T,SM-G970U,121,33630,15858,44091
Siskiyou,FirstNet,XP8800,121,33630,11725,44091
Siskiyou,Sprint,SM-G973U,121,33630,10206,44091
Siskiyou,T-Mobile,SM-G970U,121,33630,10095,44091
Siskiyou,Verizon,SM-G970U,121,33630,5789,44091
Contra Costa,all_carrier,NA,260,54897,41281,1166669
Contra Costa,AT&T,SM-G970U,52,54897,49379,1166669
Contra Costa,FirstNet,XP8800,52,54897,23652,1166669
Contra Costa,Sprint,SM-G973U,52,54897,45749,1166669
Contra Costa,T-Mobile,SM-G970U,52,54897,36553,1166669
Contra Costa,Verizon,SM-G970U,52,54897,51073,1166669
Shasta,all_carrier,NA,490,37065,12708,181881
Shasta,AT&T,SM-G970U,98,37065,14289,181881
Shasta,FirstNet,XP8800,98,37065,12432,181881
Shasta,Sprint,SM-G973U,98,37065,11847,181881
Shasta,T-Mobile,SM-G970U,98,37065,12729,181881
Shasta,Verizon,SM-G970U,98,37065,12245,181881
Tehama,all_carrier,NA,265,33357,16671,65643
Tehama,AT&T,SM-G970U,53,33357,26130,65643
Tehama,FirstNet,XP8800,53,33357,15709,65643
Tehama,Sprint,SM-G973U,53,33357,15326,65643
Tehama,T-Mobile,SM-G970U,53,33357,10313,65643
Tehama,Verizon,SM-G970U,53,33357,15878,65643
Madera,all_carrier,NA,220,31609,28321,156519
Madera,AT&T,SM-G970U,44,31609,44881,156519
Madera,FirstNet,XP8800,44,31609,27868,156519
Madera,Sprint,SM-G973U,44,31609,27392,156519
Madera,T-Mobile,SM-G970U,44,31609,12576,156519
Madera,Verizon,SM-G970U,44,31609,28888,156519
Yolo,all_carrier,NA,140,44881,34351,216544
Yolo,AT&T,SM-G970U,28,44881,47007,216544
Yolo,FirstNet,XP8800,28,44881,26367,216544
Yolo,Sprint,SM-G973U,28,44881,39630,216544
Yolo,T-Mobile,SM-G970U,28,44881,21687,216544
Yolo,Verizon,SM-G970U,28,44881,37062,216544
Kings,all_carrier,NA,155,34046,34881,153085
Kings,AT&T,SM-G970U,31,34046,54613,153085
Kings,FirstNet,XP8800,31,34046,24862,153085
Kings,Sprint,SM-G973U,31,34046,41529,153085
Kings,T-Mobile,SM-G970U,31,34046,18330,153085
Kings,Verizon,SM-G970U,31,34046,35072,153085
Santa Barbara,all_carrier,NA,260,40400,26022,448659
Santa Barbara,AT&T,SM-G970U,52,40400,33669,448659
Santa Barbara,FirstNet,XP8800,52,40400,21417,448659
Santa Barbara,Sprint,SM-G973U,52,40400,23275,448659
Santa Barbara,T-Mobile,SM-G970U,52,40400,18618,448659
Santa Barbara,Verizon,SM-G970U,52,40400,33131,448659
El Dorado,all_carrier,NA,215,51785,33278,191282
El Dorado,AT&T,SM-G970U,44,51785,44435,191282
El Dorado,FirstNet,XP8800,39,51785,33042,191282
El Dorado,Sprint,SM-G973U,44,51785,28373,191282
El Dorado,T-Mobile,SM-G970U,44,51785,18564,191282
El Dorado,Verizon,SM-G970U,44,51785,41951,191282
Lassen,all_carrier,NA,405,44993,14956,32025
Lassen,AT&T,SM-G970U,81,44993,19719,32025
Lassen,FirstNet,XP8800,81,44993,12110,32025
Lassen,Sprint,SM-G973U,81,44993,11048,32025
Lassen,T-Mobile,SM-G970U,81,44993,16310,32025
Lassen,Verizon,SM-G970U,81,44993,15591,32025
Tulare,all_carrier,NA,500,30151,23151,473482
Tulare,AT&T,SM-G970U,100,30151,31299,473482
Tulare,FirstNet,XP8800,100,30151,18819,473482
Tulare,Sprint,SM-G973U,100,30151,28971,473482
Tulare,T-Mobile,SM-G970U,100,30151,10221,473482
Tulare,Verizon,SM-G970U,100,30151,26446,473482
Alpine,all_carrier,NA,55,31360,905,1199
Alpine,AT&T,SM-G970U,11,31360,627,1199
Alpine,FirstNet,XP8800,11,31360,283,1199
Alpine,Sprint,SM-G973U,11,31360,0,1199
Alpine,T-Mobile,SM-G970U,11,31360,113,1199
Alpine,Verizon,SM-G970U,11,31360,3503,1199
San Joaquin,all_carrier,NA,240,39331,34165,780676
San Joaquin,AT&T,SM-G970U,48,39331,33157,780676
San Joaquin,FirstNet,XP8800,48,39331,18144,780676
San Joaquin,Sprint,SM-G973U,48,39331,48170,780676
San Joaquin,T-Mobile,SM-G970U,48,39331,28956,780676
San Joaquin,Verizon,SM-G970U,48,39331,42400,780676
Kern,all_carrier,NA,1050,31594,31855,907021
Kern,AT&T,SM-G970U,210,31594,48494,907021
Kern,FirstNet,XP8800,210,31594,27814,907021
Kern,Sprint,SM-G973U,210,31594,22480,907021
Kern,T-Mobile,SM-G970U,210,31594,20034,907021
Kern,Verizon,SM-G970U,210,31594,40454,907021
Los Angeles,all_carrier,NA,1040,35925,38964,10012474
Los Angeles,AT&T,SM-G970U,208,35925,55028,10012474
Los Angeles,FirstNet,XP8800,208,35925,27806,10012474
Los Angeles,Sprint,SM-G973U,208,35925,37516,10012474
Los Angeles,T-Mobile,SM-G970U,208,35925,27541,10012474
Los Angeles,Verizon,SM-G970U,208,35925,46931,10012474
Stanislaus,all_carrier,NA,185,36771,32131,553995
Stanislaus,AT&T,SM-G970U,37,36771,41142,553995
Stanislaus,FirstNet,XP8800,37,36771,23110,553995
Stanislaus,Sprint,SM-G973U,37,36771,41060,553995
Stanislaus,T-Mobile,SM-G970U,37,36771,17368,553995
Stanislaus,Verizon,SM-G970U,37,36771,37975,553995
Merced,all_carrier,NA,240,32697,30297,280873
Merced,AT&T,SM-G970U,48,32697,40443,280873
Merced,FirstNet,XP8800,48,32697,24130,280873
Merced,Sprint,SM-G973U,48,32697,44115,280873
Merced,T-Mobile,SM-G970U,48,32697,18140,280873
Merced,Verizon,SM-G970U,48,32697,24658,280873
Orange,all_carrier,NA,315,43800,43704,3184513
Orange,AT&T,SM-G970U,63,43800,60140,3184513
Orange,FirstNet,XP8800,63,43800,27121,3184513
Orange,Sprint,SM-G973U,63,43800,50836,3184513
Orange,T-Mobile,SM-G970U,63,43800,28122,3184513
Orange,Verizon,SM-G970U,63,43800,52302,3184513
Solano,all_carrier,NA,190,47787,38829,453405
Solano,AT&T,SM-G970U,38,47787,43247,453405
Solano,FirstNet,XP8800,38,47787,23380,453405
Solano,Sprint,SM-G973U,38,47787,52851,453405
Solano,T-Mobile,SM-G970U,38,47787,34139,453405
Solano,Verizon,SM-G970U,38,47787,40528,453405
Ventura,all_carrier,NA,345,44494,36014,844545
Ventura,AT&T,SM-G970U,69,44494,46479,844545
Ventura,FirstNet,XP8800,69,44494,22998,844545
Ventura,Sprint,SM-G973U,69,44494,40645,844545
Ventura,T-Mobile,SM-G970U,69,44494,26038,844545
Ventura,Verizon,SM-G970U,69,44494,43909,844545
Marin,all_carrier,NA,115,67925,35658,262410
Marin,AT&T,SM-G970U,23,67925,42524,262410
Marin,FirstNet,XP8800,23,67925,28216,262410
Marin,Sprint,SM-G973U,23,67925,29250,262410
Marin,T-Mobile,SM-G970U,23,67925,35869,262410
Marin,Verizon,SM-G970U,23,67925,42432,262410
Santa Cruz,all_carrier,NA,140,45419,16368,272360
Santa Cruz,AT&T,SM-G970U,28,45419,21052,272360
Santa Cruz,FirstNet,XP8800,28,45419,15451,272360
Santa Cruz,Sprint,SM-G973U,28,45419,9963,272360
Santa Cruz,T-Mobile,SM-G970U,28,45419,9426,272360
Santa Cruz,Verizon,SM-G970U,28,45419,25949,272360
Alameda,all_carrier,NA,185,59976,50209,1681700
Alameda,AT&T,SM-G970U,37,59976,55844,1681700
Alameda,FirstNet,XP8800,37,59976,25545,1681700
Alameda,Sprint,SM-G973U,37,59976,56075,1681700
Alameda,T-Mobile,SM-G970U,37,59976,39521,1681700
Alameda,Verizon,SM-G970U,37,59976,74057,1681700
Santa Clara,all_carrier,NA,205,69431,42293,1933516
Santa Clara,AT&T,SM-G970U,41,69431,56551,1933516
Santa Clara,FirstNet,XP8800,41,69431,25724,1933516
Santa Clara,Sprint,SM-G973U,41,69431,50431,1933516
Santa Clara,T-Mobile,SM-G970U,41,69431,35922,1933516
Santa Clara,Verizon,SM-G970U,41,69431,42836,1933516
San Luis Obispo,all_carrier,NA,430,45527,23592,282996
San Luis Obispo,AT&T,SM-G970U,86,45527,33369,282996
San Luis Obispo,FirstNet,XP8800,86,45527,22607,282996
San Luis Obispo,Sprint,SM-G973U,86,45527,20433,282996
San Luis Obispo,T-Mobile,SM-G970U,86,45527,16498,282996
San Luis Obispo,Verizon,SM-G970U,86,45527,25050,282996
San Mateo,all_carrier,NA,135,67870,36204,763497
San Mateo,AT&T,SM-G970U,27,67870,62426,763497
San Mateo,FirstNet,XP8800,27,67870,36740,763497
San Mateo,Sprint,SM-G973U,27,67870,21524,763497
San Mateo,T-Mobile,SM-G970U,27,67870,16023,763497
San Mateo,Verizon,SM-G970U,27,67870,44307,763497
San Benito,all_carrier,NA,185,46625,15901,64110
San Benito,AT&T,SM-G970U,37,46625,21071,64110
San Benito,FirstNet,XP8800,37,46625,10752,64110
San Benito,Sprint,SM-G973U,37,46625,17735,64110
San Benito,T-Mobile,SM-G970U,37,46625,10048,64110
San Benito,Verizon,SM-G970U,37,46625,19897,64110
Monterey,all_carrier,NA,680,38130,21890,439008
Monterey,AT&T,SM-G970U,136,38130,31925,439008
Monterey,FirstNet,XP8800,136,38130,17083,439008
Monterey,Sprint,SM-G973U,136,38130,24966,439008
Monterey,T-Mobile,SM-G970U,136,38130,13072,439008
Monterey,Verizon,SM-G970U,136,38130,22403,439008
Sacramento,all_carrier,NA,252,43348,38509,1585666
Sacramento,AT&T,SM-G970U,52,43348,42745,1585666
Sacramento,Sprint,SM-G973U,52,43348,46907,1585666
Sacramento,T-Mobile,SM-G970U,52,43348,25934,1585666
Sacramento,Verizon,SM-G970U,52,43348,55592,1585666
Sacramento,FirstNet,XP8800,44,43348,18254,1585666
San Francisco,all_carrier,NA,50,66004,44622,870985
San Francisco,AT&T,SM-G970U,10,66004,46874,870985
San Francisco,FirstNet,XP8800,10,66004,20214,870985
San Francisco,Sprint,SM-G973U,10,66004,51750,870985
San Francisco,T-Mobile,SM-G970U,10,66004,39541,870985
San Francisco,Verizon,SM-G970U,10,66004,64732,870985
Napa,all_carrier,NA,120,47607,30557,138433
Napa,AT&T,SM-G970U,24,47607,33850,138433
Napa,FirstNet,XP8800,24,47607,20991,138433
Napa,Sprint,SM-G973U,24,47607,43220,138433
Napa,T-Mobile,SM-G970U,24,47607,21557,138433
Napa,Verizon,SM-G970U,24,47607,33169,138433
Sutter,all_carrier,NA,90,35901,28283,100751
Sutter,AT&T,SM-G970U,18,35901,25561,100751
Sutter,FirstNet,XP8800,18,35901,20268,100751
Sutter,Sprint,SM-G973U,18,35901,44685,100751
Sutter,T-Mobile,SM-G970U,18,35901,16619,100751
Sutter,Verizon,SM-G970U,18,35901,34284,100751
Trinity,all_carrier,NA,240,32164,4427,16135
Trinity,AT&T,SM-G970U,48,32164,10236,16135
Trinity,FirstNet,XP8800,48,32164,6146,16135
Trinity,Sprint,SM-G973U,48,32164,258,16135
Trinity,T-Mobile,SM-G970U,48,32164,231,16135
Trinity,Verizon,SM-G970U,48,32164,5264,16135
Yuba,all_carrier,NA,115,37086,26600,81468
Yuba,AT&T,SM-G970U,23,37086,34533,81468
Yuba,FirstNet,XP8800,23,37086,24113,81468
Yuba,Sprint,SM-G973U,23,37086,27674,81468
Yuba,T-Mobile,SM-G970U,23,37086,4509,81468
Yuba,Verizon,SM-G970U,23,37086,42170,81468
Nevada,all_carrier,NA,175,41039,20698,102392
Nevada,AT&T,SM-G970U,35,41039,16396,102392
Nevada,FirstNet,XP8800,35,41039,20892,102392
Nevada,Sprint,SM-G973U,35,41039,21076,102392
Nevada,T-Mobile,SM-G970U,35,41039,11758,102392
Nevada,Verizon,SM-G970U,35,41039,33370,102392
Mariposa,all_carrier,NA,158,33858,8147,17123
Mariposa,AT&T,SM-G970U,33,33858,15368,17123
Mariposa,FirstNet,XP8800,26,33858,12424,17123
Mariposa,Sprint,SM-G973U,33,33858,1898,17123
Mariposa,T-Mobile,SM-G970U,33,33858,2327,17123
Mariposa,Verizon,SM-G970U,33,33858,9624,17123
Calaveras,all_carrier,NA,155,41045,22144,45277
Calaveras,AT&T,SM-G970U,31,41045,40721,45277
Calaveras,FirstNet,XP8800,31,41045,19530,45277
Calaveras,Sprint,SM-G973U,31,41045,9478,45277
Calaveras,T-Mobile,SM-G970U,31,41045,13976,45277
Calaveras,Verizon,SM-G970U,31,41045,27015,45277
Sierra,all_carrier,NA,90,41714,6549,3233
Sierra,AT&T,SM-G970U,18,41714,5140,3233
Sierra,FirstNet,XP8800,18,41714,2688,3233
Sierra,Sprint,SM-G973U,18,41714,9566,3233
Sierra,T-Mobile,SM-G970U,18,41714,7042,3233
Sierra,Verizon,SM-G970U,18,41714,8310,3233
